;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10
90;0.080645161;0.080645161;0.080645161;0.096774194;0.096774194;0.080645161;0.080645161;0.080645161;0.241935484;0.080645161
91;0.1;0.1;0.071428571;0.185714286;0.085714286;0.085714286;0.085714286;0.1;0.114285714;0.071428571
92;0.073529412;0.132352941;0.073529412;0.147058824;0.073529412;0.088235294;0.102941176;0.073529412;0.117647059;0.117647059
93;0.1875;0.0625;0.0625;0.175;0.125;0.0875;0.0875;0.075;0.075;0.0625
94;0.058823529;0.2;0.058823529;0.058823529;0.058823529;0.141176471;0.141176471;0.070588235;0.129411765;0.082352941
95;0.102272727;0.068181818;0.056818182;0.068181818;0.056818182;0.284090909;0.079545455;0.102272727;0.079545455;0.102272727
96;0.166666667;0.153846154;0.076923077;0.064102564;0.064102564;0.064102564;0.08974359;0.141025641;0.076923077;0.102564103
97;0.113402062;0.278350515;0.082474227;0.12371134;0.072164948;0.072164948;0.072164948;0.051546392;0.082474227;0.051546392
98;0.216216216;0.067567568;0.081081081;0.175675676;0.081081081;0.081081081;0.067567568;0.094594595;0.067567568;0.067567568
99;0.079545455;0.272727273;0.068181818;0.113636364;0.079545455;0.056818182;0.068181818;0.125;0.068181818;0.068181818
100;0.092105263;0.105263158;0.065789474;0.302631579;0.078947368;0.065789474;0.092105263;0.065789474;0.065789474;0.065789474
101;0.266666667;0.1;0.077777778;0.122222222;0.077777778;0.088888889;0.088888889;0.055555556;0.066666667;0.055555556
102;0.081081081;0.067567568;0.067567568;0.351351351;0.067567568;0.067567568;0.081081081;0.067567568;0.081081081;0.067567568
103;0.065789474;0.092105263;0.078947368;0.223684211;0.118421053;0.065789474;0.092105263;0.078947368;0.078947368;0.105263158
104;0.077922078;0.103896104;0.103896104;0.064935065;0.064935065;0.155844156;0.142857143;0.103896104;0.077922078;0.103896104
105;0.086419753;0.098765432;0.209876543;0.086419753;0.061728395;0.111111111;0.061728395;0.074074074;0.086419753;0.12345679
106;0.083333333;0.111111111;0.069444444;0.069444444;0.097222222;0.097222222;0.152777778;0.097222222;0.111111111;0.111111111
107;0.082191781;0.068493151;0.082191781;0.109589041;0.095890411;0.150684932;0.068493151;0.136986301;0.068493151;0.136986301
108;0.216216216;0.094594595;0.067567568;0.175675676;0.094594595;0.067567568;0.067567568;0.067567568;0.081081081;0.067567568
109;0.075757576;0.075757576;0.136363636;0.090909091;0.075757576;0.106060606;0.090909091;0.121212121;0.136363636;0.090909091
110;0.067567568;0.094594595;0.135135135;0.148648649;0.067567568;0.094594595;0.081081081;0.067567568;0.081081081;0.162162162
111;0.066666667;0.066666667;0.093333333;0.066666667;0.066666667;0.066666667;0.066666667;0.133333333;0.306666667;0.066666667
112;0.264705882;0.088235294;0.073529412;0.088235294;0.073529412;0.073529412;0.073529412;0.088235294;0.073529412;0.102941176
113;0.067567568;0.081081081;0.081081081;0.067567568;0.067567568;0.094594595;0.067567568;0.189189189;0.216216216;0.067567568
114;0.070422535;0.098591549;0.098591549;0.070422535;0.098591549;0.112676056;0.126760563;0.126760563;0.126760563;0.070422535
115;0.073529412;0.088235294;0.264705882;0.073529412;0.073529412;0.073529412;0.102941176;0.073529412;0.073529412;0.102941176
116;0.141025641;0.076923077;0.064102564;0.307692308;0.08974359;0.064102564;0.064102564;0.064102564;0.064102564;0.064102564
117;0.270588235;0.070588235;0.070588235;0.094117647;0.105882353;0.070588235;0.070588235;0.094117647;0.070588235;0.082352941
118;0.208333333;0.111111111;0.069444444;0.125;0.069444444;0.111111111;0.069444444;0.083333333;0.083333333;0.069444444
119;0.121621622;0.081081081;0.067567568;0.243243243;0.135135135;0.067567568;0.081081081;0.067567568;0.067567568;0.067567568
120;0.171052632;0.092105263;0.078947368;0.105263158;0.105263158;0.144736842;0.105263158;0.065789474;0.065789474;0.065789474
121;0.075757576;0.090909091;0.075757576;0.075757576;0.075757576;0.106060606;0.075757576;0.257575758;0.075757576;0.090909091
122;0.069444444;0.069444444;0.083333333;0.069444444;0.083333333;0.069444444;0.069444444;0.152777778;0.25;0.083333333
123;0.144736842;0.092105263;0.065789474;0.105263158;0.223684211;0.065789474;0.092105263;0.065789474;0.065789474;0.078947368
124;0.144736842;0.157894737;0.065789474;0.210526316;0.078947368;0.065789474;0.065789474;0.078947368;0.065789474;0.065789474
125;0.267326733;0.089108911;0.099009901;0.059405941;0.128712871;0.059405941;0.108910891;0.059405941;0.059405941;0.069306931
126;0.075757576;0.106060606;0.136363636;0.075757576;0.106060606;0.106060606;0.151515152;0.075757576;0.075757576;0.090909091
127;0.064516129;0.107526882;0.053763441;0.215053763;0.11827957;0.075268817;0.161290323;0.075268817;0.064516129;0.064516129
128;0.244444444;0.066666667;0.055555556;0.177777778;0.155555556;0.055555556;0.066666667;0.055555556;0.055555556;0.066666667
129;0.067567568;0.067567568;0.351351351;0.067567568;0.067567568;0.067567568;0.067567568;0.067567568;0.108108108;0.067567568
130;0.075949367;0.088607595;0.088607595;0.088607595;0.075949367;0.101265823;0.164556962;0.139240506;0.075949367;0.101265823
131;0.076923077;0.064102564;0.115384615;0.064102564;0.076923077;0.08974359;0.08974359;0.166666667;0.115384615;0.141025641
132;0.065789474;0.078947368;0.065789474;0.065789474;0.171052632;0.078947368;0.171052632;0.092105263;0.092105263;0.118421053
133;0.076923077;0.107692308;0.215384615;0.092307692;0.092307692;0.076923077;0.076923077;0.076923077;0.092307692;0.092307692
134;0.131578947;0.065789474;0.078947368;0.236842105;0.131578947;0.092105263;0.065789474;0.065789474;0.065789474;0.065789474
135;0.06097561;0.12195122;0.06097561;0.06097561;0.085365854;0.06097561;0.12195122;0.097560976;0.12195122;0.207317073
136;0.148648649;0.094594595;0.067567568;0.243243243;0.094594595;0.067567568;0.067567568;0.067567568;0.081081081;0.067567568
137;0.0875;0.1;0.075;0.0625;0.0625;0.1;0.0625;0.0875;0.0625;0.3
138;0.092105263;0.065789474;0.092105263;0.092105263;0.078947368;0.144736842;0.157894737;0.065789474;0.118421053;0.092105263
139;0.108108108;0.175675676;0.067567568;0.081081081;0.081081081;0.067567568;0.108108108;0.175675676;0.067567568;0.067567568
140;0.086206897;0.103448276;0.086206897;0.086206897;0.086206897;0.086206897;0.086206897;0.086206897;0.206896552;0.086206897
141;0.195121951;0.085365854;0.073170732;0.097560976;0.12195122;0.06097561;0.073170732;0.134146341;0.085365854;0.073170732
142;0.078125;0.109375;0.078125;0.078125;0.078125;0.078125;0.078125;0.09375;0.25;0.078125
143;0.097222222;0.097222222;0.097222222;0.083333333;0.083333333;0.083333333;0.111111111;0.111111111;0.138888889;0.097222222
144;0.166666667;0.180555556;0.083333333;0.152777778;0.069444444;0.069444444;0.069444444;0.069444444;0.069444444;0.069444444
145;0.098591549;0.154929577;0.098591549;0.070422535;0.084507042;0.070422535;0.098591549;0.084507042;0.070422535;0.169014085
146;0.094117647;0.376470588;0.058823529;0.082352941;0.058823529;0.058823529;0.070588235;0.070588235;0.070588235;0.058823529
147;0.170731707;0.073170732;0.073170732;0.256097561;0.097560976;0.06097561;0.06097561;0.085365854;0.06097561;0.06097561
148;0.090909091;0.121212121;0.075757576;0.090909091;0.075757576;0.136363636;0.090909091;0.075757576;0.166666667;0.075757576
149;0.08974359;0.102564103;0.076923077;0.064102564;0.076923077;0.128205128;0.115384615;0.115384615;0.102564103;0.128205128
150;0.166666667;0.194444444;0.069444444;0.125;0.083333333;0.069444444;0.083333333;0.069444444;0.069444444;0.069444444
151;0.194444444;0.166666667;0.069444444;0.125;0.083333333;0.069444444;0.069444444;0.069444444;0.083333333;0.069444444
152;0.148648649;0.081081081;0.067567568;0.297297297;0.067567568;0.067567568;0.067567568;0.067567568;0.067567568;0.067567568
153;0.184210526;0.092105263;0.092105263;0.131578947;0.065789474;0.105263158;0.065789474;0.078947368;0.118421053;0.065789474
154;0.084507042;0.084507042;0.281690141;0.070422535;0.070422535;0.070422535;0.070422535;0.070422535;0.112676056;0.084507042
155;0.215909091;0.056818182;0.056818182;0.136363636;0.102272727;0.056818182;0.090909091;0.113636364;0.113636364;0.056818182
156;0.133333333;0.088888889;0.077777778;0.166666667;0.133333333;0.122222222;0.066666667;0.077777778;0.055555556;0.077777778
157;0.276315789;0.092105263;0.065789474;0.144736842;0.065789474;0.092105263;0.065789474;0.065789474;0.065789474;0.065789474
158;0.14084507;0.084507042;0.084507042;0.23943662;0.070422535;0.070422535;0.070422535;0.098591549;0.070422535;0.070422535
159;0.083333333;0.107142857;0.119047619;0.05952381;0.095238095;0.142857143;0.154761905;0.071428571;0.095238095;0.071428571
160;0.137931034;0.068965517;0.068965517;0.206896552;0.183908046;0.057471264;0.08045977;0.057471264;0.08045977;0.057471264
161;0.083333333;0.116666667;0.133333333;0.083333333;0.083333333;0.083333333;0.083333333;0.15;0.1;0.083333333
162;0.081967213;0.098360656;0.114754098;0.081967213;0.081967213;0.098360656;0.131147541;0.114754098;0.081967213;0.114754098
163;0.081081081;0.067567568;0.121621622;0.067567568;0.108108108;0.081081081;0.067567568;0.175675676;0.162162162;0.067567568
164;0.128205128;0.064102564;0.064102564;0.256410256;0.076923077;0.064102564;0.128205128;0.064102564;0.08974359;0.064102564
165;0.147727273;0.102272727;0.056818182;0.079545455;0.261363636;0.090909091;0.056818182;0.079545455;0.056818182;0.068181818
166;0.071428571;0.119047619;0.119047619;0.071428571;0.119047619;0.119047619;0.107142857;0.107142857;0.107142857;0.05952381
167;0.188888889;0.055555556;0.066666667;0.222222222;0.088888889;0.055555556;0.1;0.1;0.055555556;0.066666667
168;0.094117647;0.082352941;0.070588235;0.2;0.129411765;0.082352941;0.094117647;0.094117647;0.082352941;0.070588235
169;0.071428571;0.071428571;0.071428571;0.085714286;0.071428571;0.085714286;0.1;0.3;0.071428571;0.071428571
170;0.072289157;0.060240964;0.409638554;0.060240964;0.060240964;0.060240964;0.084337349;0.060240964;0.060240964;0.072289157
171;0.197368421;0.105263158;0.065789474;0.157894737;0.105263158;0.092105263;0.065789474;0.065789474;0.078947368;0.065789474
172;0.072463768;0.086956522;0.072463768;0.072463768;0.072463768;0.086956522;0.289855072;0.086956522;0.072463768;0.086956522
173;0.08974359;0.064102564;0.064102564;0.358974359;0.08974359;0.064102564;0.076923077;0.064102564;0.064102564;0.064102564
174;0.130434783;0.072463768;0.101449275;0.15942029;0.144927536;0.086956522;0.086956522;0.072463768;0.072463768;0.072463768
175;0.08;0.08;0.12;0.066666667;0.066666667;0.12;0.093333333;0.16;0.12;0.093333333
176;0.074626866;0.074626866;0.074626866;0.074626866;0.074626866;0.074626866;0.119402985;0.089552239;0.268656716;0.074626866
177;0.073529412;0.073529412;0.073529412;0.088235294;0.073529412;0.073529412;0.088235294;0.117647059;0.25;0.088235294
178;0.077777778;0.055555556;0.355555556;0.055555556;0.066666667;0.055555556;0.077777778;0.055555556;0.144444444;0.055555556
179;0.069767442;0.093023256;0.337209302;0.058139535;0.069767442;0.058139535;0.069767442;0.081395349;0.104651163;0.058139535
180;0.09375;0.052083333;0.09375;0.052083333;0.0625;0.34375;0.072916667;0.09375;0.0625;0.072916667
181;0.141025641;0.115384615;0.115384615;0.192307692;0.08974359;0.076923077;0.064102564;0.064102564;0.076923077;0.064102564
182;0.147058824;0.088235294;0.132352941;0.176470588;0.073529412;0.073529412;0.073529412;0.073529412;0.073529412;0.088235294
183;0.064935065;0.12987013;0.077922078;0.077922078;0.064935065;0.103896104;0.090909091;0.064935065;0.168831169;0.155844156
184;0.272727273;0.068181818;0.056818182;0.159090909;0.090909091;0.056818182;0.068181818;0.068181818;0.056818182;0.102272727
185;0.076923077;0.087912088;0.10989011;0.065934066;0.076923077;0.208791209;0.076923077;0.131868132;0.065934066;0.098901099
186;0.135135135;0.067567568;0.067567568;0.283783784;0.081081081;0.094594595;0.067567568;0.067567568;0.067567568;0.067567568
187;0.228915663;0.072289157;0.060240964;0.060240964;0.060240964;0.060240964;0.072289157;0.253012048;0.072289157;0.060240964
188;0.147727273;0.068181818;0.056818182;0.113636364;0.272727273;0.056818182;0.113636364;0.056818182;0.056818182;0.056818182
189;0.078125;0.109375;0.109375;0.078125;0.125;0.125;0.09375;0.09375;0.109375;0.078125
190;0.243243243;0.094594595;0.081081081;0.067567568;0.081081081;0.081081081;0.094594595;0.067567568;0.094594595;0.094594595
191;0.12244898;0.06122449;0.12244898;0.132653061;0.153061224;0.071428571;0.091836735;0.102040816;0.091836735;0.051020408
192;0.076923077;0.107692308;0.107692308;0.092307692;0.076923077;0.107692308;0.076923077;0.123076923;0.138461538;0.092307692
193;0.086956522;0.101449275;0.072463768;0.086956522;0.101449275;0.101449275;0.086956522;0.072463768;0.072463768;0.217391304
194;0.078125;0.15625;0.09375;0.078125;0.09375;0.109375;0.125;0.109375;0.078125;0.078125
195;0.238095238;0.071428571;0.05952381;0.071428571;0.107142857;0.05952381;0.071428571;0.178571429;0.05952381;0.083333333
196;0.085714286;0.114285714;0.071428571;0.085714286;0.085714286;0.114285714;0.142857143;0.1;0.114285714;0.085714286
197;0.068493151;0.068493151;0.109589041;0.082191781;0.109589041;0.068493151;0.150684932;0.082191781;0.164383562;0.095890411
198;0.09375;0.078125;0.078125;0.09375;0.078125;0.109375;0.109375;0.09375;0.1875;0.078125
199;0.045454545;0.037878788;0.037878788;0.113636364;0.545454545;0.037878788;0.037878788;0.053030303;0.053030303;0.037878788
200;0.090909091;0.090909091;0.077922078;0.077922078;0.116883117;0.077922078;0.090909091;0.168831169;0.064935065;0.142857143
201;0.072463768;0.115942029;0.072463768;0.101449275;0.072463768;0.072463768;0.115942029;0.101449275;0.15942029;0.115942029
202;0.0875;0.075;0.0875;0.0625;0.0625;0.0875;0.075;0.0875;0.0875;0.2875
203;0.123595506;0.06741573;0.056179775;0.269662921;0.101123596;0.112359551;0.06741573;0.056179775;0.056179775;0.08988764
204;0.076923077;0.107692308;0.092307692;0.076923077;0.092307692;0.2;0.092307692;0.092307692;0.076923077;0.092307692
205;0.107142857;0.107142857;0.05952381;0.107142857;0.071428571;0.083333333;0.083333333;0.095238095;0.202380952;0.083333333
206;0.084745763;0.101694915;0.118644068;0.084745763;0.084745763;0.118644068;0.084745763;0.101694915;0.101694915;0.118644068
207;0.078125;0.125;0.09375;0.078125;0.125;0.109375;0.109375;0.109375;0.078125;0.09375
208;0.080645161;0.080645161;0.112903226;0.080645161;0.096774194;0.096774194;0.096774194;0.129032258;0.096774194;0.129032258
209;0.191176471;0.073529412;0.073529412;0.147058824;0.102941176;0.073529412;0.073529412;0.073529412;0.088235294;0.102941176
210;0.093333333;0.066666667;0.133333333;0.093333333;0.106666667;0.146666667;0.133333333;0.08;0.08;0.066666667
211;0.073684211;0.052631579;0.052631579;0.273684211;0.073684211;0.052631579;0.105263158;0.105263158;0.052631579;0.157894737
212;0.175675676;0.094594595;0.067567568;0.162162162;0.094594595;0.094594595;0.067567568;0.108108108;0.067567568;0.067567568
213;0.133333333;0.076190476;0.066666667;0.114285714;0.161904762;0.047619048;0.095238095;0.161904762;0.076190476;0.066666667
214;0.0625;0.1125;0.0875;0.0625;0.075;0.125;0.075;0.0875;0.075;0.2375
215;0.058823529;0.176470588;0.070588235;0.070588235;0.094117647;0.105882353;0.082352941;0.141176471;0.117647059;0.082352941
216;0.126582278;0.063291139;0.063291139;0.063291139;0.126582278;0.088607595;0.101265823;0.151898734;0.075949367;0.139240506
217;0.138297872;0.127659574;0.063829787;0.106382979;0.063829787;0.074468085;0.106382979;0.117021277;0.074468085;0.127659574
218;0.054347826;0.054347826;0.054347826;0.054347826;0.065217391;0.054347826;0.054347826;0.141304348;0.402173913;0.065217391
219;0.075949367;0.075949367;0.202531646;0.063291139;0.063291139;0.088607595;0.126582278;0.075949367;0.164556962;0.063291139
220;0.065934066;0.076923077;0.131868132;0.054945055;0.065934066;0.065934066;0.054945055;0.10989011;0.065934066;0.307692308
221;0.061728395;0.086419753;0.086419753;0.074074074;0.111111111;0.074074074;0.098765432;0.24691358;0.074074074;0.086419753
222;0.074468085;0.085106383;0.063829787;0.053191489;0.106382979;0.085106383;0.074468085;0.074468085;0.159574468;0.223404255
223;0.067567568;0.081081081;0.094594595;0.067567568;0.081081081;0.108108108;0.148648649;0.094594595;0.067567568;0.189189189
224;0.065789474;0.078947368;0.328947368;0.065789474;0.065789474;0.065789474;0.078947368;0.065789474;0.118421053;0.065789474
225;0.078947368;0.092105263;0.157894737;0.065789474;0.065789474;0.25;0.078947368;0.065789474;0.065789474;0.078947368
226;0.069444444;0.097222222;0.111111111;0.069444444;0.069444444;0.097222222;0.069444444;0.097222222;0.097222222;0.222222222
227;0.097222222;0.083333333;0.069444444;0.111111111;0.097222222;0.097222222;0.180555556;0.083333333;0.097222222;0.083333333
228;0.240506329;0.101265823;0.063291139;0.075949367;0.101265823;0.075949367;0.063291139;0.075949367;0.088607595;0.113924051
229;0.085365854;0.219512195;0.085365854;0.073170732;0.073170732;0.146341463;0.06097561;0.06097561;0.085365854;0.109756098
