;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10
230;0.093023256;0.081395349;0.069767442;0.151162791;0.127906977;0.081395349;0.081395349;0.127906977;0.069767442;0.11627907
231;0.090909091;0.090909091;0.075757576;0.090909091;0.075757576;0.151515152;0.090909091;0.075757576;0.181818182;0.075757576
232;0.135135135;0.067567568;0.067567568;0.256756757;0.081081081;0.081081081;0.067567568;0.081081081;0.094594595;0.067567568
233;0.075949367;0.075949367;0.063291139;0.063291139;0.063291139;0.063291139;0.101265823;0.303797468;0.126582278;0.063291139
234;0.073529412;0.088235294;0.073529412;0.073529412;0.147058824;0.088235294;0.088235294;0.117647059;0.117647059;0.132352941
235;0.090909091;0.193181818;0.056818182;0.079545455;0.102272727;0.056818182;0.090909091;0.079545455;0.079545455;0.170454545
236;0.076923077;0.057692308;0.048076923;0.355769231;0.144230769;0.067307692;0.048076923;0.086538462;0.067307692;0.048076923
237;0.3125;0.0625;0.0625;0.125;0.075;0.0625;0.0625;0.0625;0.0625;0.1125
238;0.130434783;0.119565217;0.076086957;0.076086957;0.076086957;0.108695652;0.195652174;0.065217391;0.065217391;0.086956522
239;0.153846154;0.08974359;0.076923077;0.243589744;0.102564103;0.064102564;0.076923077;0.064102564;0.064102564;0.064102564
240;0.081081081;0.094594595;0.081081081;0.067567568;0.067567568;0.081081081;0.094594595;0.094594595;0.27027027;0.067567568
241;0.080645161;0.112903226;0.080645161;0.096774194;0.080645161;0.161290323;0.112903226;0.080645161;0.112903226;0.080645161
242;0.05952381;0.119047619;0.095238095;0.083333333;0.05952381;0.071428571;0.107142857;0.142857143;0.166666667;0.095238095
243;0.19047619;0.05952381;0.05952381;0.214285714;0.083333333;0.071428571;0.083333333;0.119047619;0.05952381;0.05952381
244;0.088607595;0.063291139;0.227848101;0.113924051;0.063291139;0.113924051;0.063291139;0.088607595;0.113924051;0.063291139
245;0.101265823;0.063291139;0.063291139;0.088607595;0.063291139;0.063291139;0.253164557;0.075949367;0.139240506;0.088607595
246;0.067567568;0.081081081;0.067567568;0.081081081;0.108108108;0.162162162;0.202702703;0.081081081;0.067567568;0.081081081
247;0.094594595;0.081081081;0.094594595;0.162162162;0.148648649;0.081081081;0.135135135;0.067567568;0.067567568;0.067567568
248;0.112068966;0.051724138;0.068965517;0.163793103;0.224137931;0.094827586;0.043103448;0.094827586;0.060344828;0.086206897
249;0.06741573;0.224719101;0.08988764;0.056179775;0.08988764;0.101123596;0.078651685;0.08988764;0.123595506;0.078651685
250;0.063291139;0.088607595;0.088607595;0.063291139;0.101265823;0.088607595;0.126582278;0.189873418;0.101265823;0.088607595
251;0.164556962;0.088607595;0.075949367;0.113924051;0.075949367;0.075949367;0.164556962;0.075949367;0.075949367;0.088607595
252;0.097826087;0.065217391;0.097826087;0.119565217;0.065217391;0.086956522;0.141304348;0.054347826;0.086956522;0.184782609
253;0.084745763;0.084745763;0.152542373;0.084745763;0.118644068;0.101694915;0.084745763;0.084745763;0.101694915;0.101694915
254;0.071428571;0.1;0.085714286;0.085714286;0.071428571;0.1;0.142857143;0.128571429;0.1;0.114285714
255;0.056179775;0.078651685;0.370786517;0.06741573;0.056179775;0.078651685;0.078651685;0.078651685;0.06741573;0.06741573
256;0.064102564;0.08974359;0.102564103;0.064102564;0.08974359;0.141025641;0.115384615;0.102564103;0.102564103;0.128205128
257;0.067567568;0.067567568;0.081081081;0.067567568;0.094594595;0.094594595;0.081081081;0.108108108;0.108108108;0.22972973
258;0.068493151;0.068493151;0.150684932;0.068493151;0.068493151;0.082191781;0.082191781;0.178082192;0.164383562;0.068493151
259;0.073529412;0.088235294;0.147058824;0.073529412;0.102941176;0.088235294;0.088235294;0.073529412;0.147058824;0.117647059
260;0.076923077;0.169230769;0.107692308;0.076923077;0.107692308;0.076923077;0.092307692;0.107692308;0.076923077;0.107692308
261;0.08988764;0.101123596;0.06741573;0.146067416;0.112359551;0.08988764;0.06741573;0.179775281;0.056179775;0.08988764
262;0.0625;0.072916667;0.0625;0.34375;0.072916667;0.083333333;0.135416667;0.052083333;0.0625;0.052083333
263;0.055555556;0.222222222;0.066666667;0.1;0.055555556;0.1;0.077777778;0.066666667;0.166666667;0.088888889
264;0.123076923;0.138461538;0.092307692;0.076923077;0.076923077;0.092307692;0.092307692;0.076923077;0.123076923;0.107692308
265;0.085365854;0.12195122;0.097560976;0.085365854;0.06097561;0.109756098;0.097560976;0.085365854;0.097560976;0.158536585
266;0.098765432;0.098765432;0.061728395;0.074074074;0.12345679;0.160493827;0.061728395;0.074074074;0.098765432;0.148148148
267;0.153846154;0.076923077;0.115384615;0.243589744;0.064102564;0.064102564;0.076923077;0.064102564;0.064102564;0.076923077
268;0.051020408;0.193877551;0.142857143;0.051020408;0.163265306;0.142857143;0.051020408;0.071428571;0.071428571;0.06122449
269;0.236842105;0.065789474;0.065789474;0.144736842;0.065789474;0.065789474;0.092105263;0.092105263;0.065789474;0.105263158
270;0.085365854;0.085365854;0.085365854;0.231707317;0.085365854;0.085365854;0.06097561;0.134146341;0.06097561;0.085365854
271;0.14893617;0.074468085;0.085106383;0.20212766;0.053191489;0.063829787;0.063829787;0.191489362;0.053191489;0.063829787
272;0.065789474;0.078947368;0.118421053;0.065789474;0.092105263;0.118421053;0.092105263;0.157894737;0.118421053;0.092105263
273;0.113636364;0.079545455;0.068181818;0.284090909;0.068181818;0.102272727;0.113636364;0.056818182;0.056818182;0.056818182
274;0.197368421;0.092105263;0.078947368;0.131578947;0.092105263;0.078947368;0.131578947;0.065789474;0.065789474;0.065789474
275;0.065789474;0.118421053;0.078947368;0.065789474;0.171052632;0.105263158;0.144736842;0.105263158;0.065789474;0.078947368
276;0.078947368;0.092105263;0.065789474;0.092105263;0.118421053;0.092105263;0.092105263;0.118421053;0.131578947;0.118421053
277;0.069444444;0.111111111;0.180555556;0.069444444;0.097222222;0.125;0.097222222;0.083333333;0.097222222;0.069444444
278;0.104477612;0.104477612;0.074626866;0.074626866;0.089552239;0.074626866;0.089552239;0.119402985;0.194029851;0.074626866
279;0.103896104;0.064935065;0.090909091;0.077922078;0.064935065;0.142857143;0.116883117;0.064935065;0.168831169;0.103896104
280;0.159574468;0.085106383;0.085106383;0.159574468;0.14893617;0.063829787;0.074468085;0.063829787;0.053191489;0.106382979
281;0.174418605;0.081395349;0.081395349;0.162790698;0.151162791;0.093023256;0.058139535;0.081395349;0.058139535;0.058139535
282;0.064935065;0.103896104;0.077922078;0.064935065;0.090909091;0.194805195;0.064935065;0.116883117;0.12987013;0.090909091
283;0.086956522;0.101449275;0.173913043;0.072463768;0.072463768;0.086956522;0.115942029;0.101449275;0.115942029;0.072463768
284;0.056818182;0.090909091;0.306818182;0.056818182;0.056818182;0.090909091;0.079545455;0.102272727;0.090909091;0.068181818
285;0.0625;0.0875;0.075;0.075;0.0625;0.1875;0.0625;0.125;0.075;0.1875
286;0.078651685;0.08988764;0.056179775;0.06741573;0.101123596;0.06741573;0.191011236;0.06741573;0.213483146;0.06741573
287;0.111111111;0.125;0.069444444;0.236111111;0.069444444;0.083333333;0.097222222;0.069444444;0.069444444;0.069444444
288;0.037037037;0.037037037;0.066666667;0.044444444;0.037037037;0.059259259;0.57037037;0.044444444;0.059259259;0.044444444
289;0.111111111;0.144444444;0.066666667;0.155555556;0.2;0.077777778;0.066666667;0.055555556;0.066666667;0.055555556
290;0.070588235;0.129411765;0.094117647;0.070588235;0.117647059;0.070588235;0.152941176;0.082352941;0.082352941;0.129411765
291;0.163043478;0.065217391;0.054347826;0.184782609;0.065217391;0.086956522;0.152173913;0.108695652;0.065217391;0.054347826
292;0.076923077;0.252747253;0.098901099;0.098901099;0.076923077;0.076923077;0.065934066;0.098901099;0.076923077;0.076923077
293;0.066666667;0.093333333;0.08;0.08;0.106666667;0.08;0.146666667;0.146666667;0.093333333;0.106666667
294;0.098765432;0.12345679;0.098765432;0.074074074;0.061728395;0.111111111;0.074074074;0.12345679;0.086419753;0.148148148
295;0.135802469;0.061728395;0.074074074;0.234567901;0.111111111;0.098765432;0.074074074;0.074074074;0.061728395;0.074074074
296;0.115384615;0.08974359;0.102564103;0.102564103;0.064102564;0.230769231;0.08974359;0.076923077;0.064102564;0.064102564
297;0.071428571;0.119047619;0.095238095;0.05952381;0.107142857;0.05952381;0.19047619;0.107142857;0.071428571;0.119047619
298;0.082191781;0.095890411;0.068493151;0.068493151;0.095890411;0.191780822;0.136986301;0.068493151;0.123287671;0.068493151
299;0.076923077;0.08974359;0.08974359;0.064102564;0.064102564;0.115384615;0.153846154;0.128205128;0.08974359;0.128205128
300;0.065789474;0.144736842;0.105263158;0.105263158;0.092105263;0.144736842;0.105263158;0.078947368;0.092105263;0.065789474
301;0.093023256;0.081395349;0.058139535;0.081395349;0.104651163;0.093023256;0.058139535;0.104651163;0.209302326;0.11627907
302;0.159574468;0.063829787;0.127659574;0.14893617;0.053191489;0.063829787;0.063829787;0.180851064;0.053191489;0.085106383
303;0.06097561;0.06097561;0.097560976;0.073170732;0.097560976;0.170731707;0.073170732;0.12195122;0.170731707;0.073170732
304;0.086956522;0.086956522;0.086956522;0.072463768;0.072463768;0.072463768;0.101449275;0.086956522;0.260869565;0.072463768
305;0.103092784;0.072164948;0.092783505;0.164948454;0.216494845;0.082474227;0.082474227;0.072164948;0.06185567;0.051546392
306;0.065789474;0.078947368;0.078947368;0.065789474;0.118421053;0.065789474;0.078947368;0.223684211;0.131578947;0.092105263
307;0.063829787;0.063829787;0.074468085;0.372340426;0.106382979;0.074468085;0.074468085;0.053191489;0.053191489;0.063829787
308;0.138613861;0.306930693;0.04950495;0.069306931;0.069306931;0.069306931;0.069306931;0.089108911;0.04950495;0.089108911
309;0.134328358;0.149253731;0.104477612;0.089552239;0.074626866;0.089552239;0.074626866;0.074626866;0.089552239;0.119402985
310;0.102941176;0.205882353;0.102941176;0.088235294;0.073529412;0.073529412;0.102941176;0.088235294;0.073529412;0.088235294
311;0.049019608;0.049019608;0.382352941;0.068627451;0.068627451;0.107843137;0.078431373;0.058823529;0.088235294;0.049019608
312;0.090909091;0.113636364;0.056818182;0.352272727;0.090909091;0.056818182;0.056818182;0.068181818;0.056818182;0.056818182
313;0.063291139;0.063291139;0.113924051;0.075949367;0.101265823;0.139240506;0.101265823;0.151898734;0.113924051;0.075949367
314;0.130952381;0.178571429;0.05952381;0.214285714;0.095238095;0.05952381;0.05952381;0.05952381;0.083333333;0.05952381
315;0.065217391;0.304347826;0.076086957;0.108695652;0.054347826;0.054347826;0.076086957;0.119565217;0.054347826;0.086956522
316;0.103896104;0.103896104;0.064935065;0.090909091;0.077922078;0.090909091;0.194805195;0.064935065;0.090909091;0.116883117
317;0.134146341;0.073170732;0.06097561;0.280487805;0.097560976;0.06097561;0.085365854;0.06097561;0.06097561;0.085365854
318;0.125;0.089285714;0.107142857;0.089285714;0.089285714;0.125;0.089285714;0.089285714;0.107142857;0.089285714
319;0.114942529;0.091954023;0.057471264;0.172413793;0.183908046;0.08045977;0.057471264;0.103448276;0.068965517;0.068965517
320;0.101265823;0.126582278;0.088607595;0.139240506;0.088607595;0.113924051;0.063291139;0.126582278;0.088607595;0.063291139
321;0.113636364;0.090909091;0.056818182;0.295454545;0.056818182;0.079545455;0.125;0.056818182;0.068181818;0.056818182
322;0.06097561;0.073170732;0.06097561;0.06097561;0.097560976;0.06097561;0.195121951;0.170731707;0.158536585;0.06097561
323;0.083333333;0.083333333;0.138888889;0.111111111;0.166666667;0.069444444;0.069444444;0.125;0.083333333;0.069444444
324;0.064102564;0.064102564;0.076923077;0.08974359;0.115384615;0.153846154;0.064102564;0.076923077;0.230769231;0.064102564
325;0.152777778;0.083333333;0.083333333;0.138888889;0.069444444;0.138888889;0.069444444;0.097222222;0.083333333;0.083333333
326;0.078651685;0.056179775;0.101123596;0.06741573;0.056179775;0.314606742;0.08988764;0.06741573;0.101123596;0.06741573
327;0.094594595;0.094594595;0.094594595;0.067567568;0.121621622;0.081081081;0.081081081;0.067567568;0.135135135;0.162162162
328;0.162162162;0.081081081;0.067567568;0.121621622;0.081081081;0.108108108;0.067567568;0.135135135;0.067567568;0.108108108
329;0.111111111;0.069444444;0.069444444;0.069444444;0.097222222;0.111111111;0.111111111;0.125;0.111111111;0.125
330;0.197530864;0.074074074;0.074074074;0.197530864;0.098765432;0.074074074;0.074074074;0.074074074;0.061728395;0.074074074
331;0.195652174;0.108695652;0.086956522;0.076086957;0.22826087;0.054347826;0.065217391;0.076086957;0.054347826;0.054347826
332;0.125;0.075;0.0625;0.175;0.0625;0.0625;0.075;0.225;0.075;0.0625
333;0.0875;0.0875;0.075;0.1625;0.0875;0.075;0.0875;0.2;0.075;0.0625
334;0.113636364;0.079545455;0.090909091;0.068181818;0.056818182;0.090909091;0.204545455;0.125;0.056818182;0.113636364
335;0.06097561;0.12195122;0.097560976;0.073170732;0.109756098;0.073170732;0.182926829;0.158536585;0.06097561;0.06097561
336;0.075;0.075;0.1;0.0625;0.075;0.1125;0.1125;0.0875;0.125;0.175
337;0.069444444;0.152777778;0.083333333;0.069444444;0.097222222;0.111111111;0.138888889;0.125;0.069444444;0.083333333
338;0.095238095;0.083333333;0.095238095;0.238095238;0.142857143;0.071428571;0.05952381;0.083333333;0.05952381;0.071428571
339;0.123287671;0.082191781;0.082191781;0.082191781;0.068493151;0.095890411;0.068493151;0.082191781;0.246575342;0.068493151
340;0.073684211;0.168421053;0.063157895;0.052631579;0.063157895;0.221052632;0.052631579;0.073684211;0.094736842;0.136842105
341;0.106666667;0.093333333;0.106666667;0.16;0.133333333;0.066666667;0.066666667;0.093333333;0.066666667;0.106666667
342;0.098360656;0.163934426;0.114754098;0.081967213;0.081967213;0.098360656;0.114754098;0.081967213;0.081967213;0.081967213
343;0.094594595;0.067567568;0.081081081;0.283783784;0.108108108;0.067567568;0.067567568;0.067567568;0.067567568;0.094594595
344;0.102272727;0.113636364;0.079545455;0.079545455;0.079545455;0.079545455;0.181818182;0.079545455;0.136363636;0.068181818
345;0.078947368;0.065789474;0.065789474;0.065789474;0.105263158;0.065789474;0.092105263;0.078947368;0.118421053;0.263157895
346;0.072463768;0.144927536;0.072463768;0.086956522;0.072463768;0.086956522;0.072463768;0.130434783;0.101449275;0.15942029
347;0.072463768;0.072463768;0.246376812;0.072463768;0.072463768;0.115942029;0.072463768;0.086956522;0.115942029;0.072463768
348;0.061403509;0.052631579;0.043859649;0.061403509;0.061403509;0.307017544;0.096491228;0.043859649;0.105263158;0.166666667
349;0.068493151;0.191780822;0.082191781;0.082191781;0.082191781;0.109589041;0.068493151;0.109589041;0.068493151;0.136986301
350;0.079365079;0.079365079;0.111111111;0.079365079;0.079365079;0.079365079;0.079365079;0.095238095;0.238095238;0.079365079
351;0.073529412;0.073529412;0.102941176;0.088235294;0.088235294;0.073529412;0.102941176;0.073529412;0.25;0.073529412
352;0.12195122;0.109756098;0.073170732;0.097560976;0.06097561;0.085365854;0.134146341;0.134146341;0.06097561;0.12195122
353;0.241758242;0.098901099;0.065934066;0.098901099;0.054945055;0.175824176;0.065934066;0.054945055;0.065934066;0.076923077
354;0.09375;0.09375;0.078125;0.078125;0.09375;0.15625;0.09375;0.109375;0.109375;0.09375
355;0.056179775;0.08988764;0.112359551;0.06741573;0.224719101;0.08988764;0.056179775;0.134831461;0.078651685;0.08988764
356;0.052631579;0.052631579;0.052631579;0.052631579;0.052631579;0.052631579;0.052631579;0.326315789;0.252631579;0.052631579
357;0.357894737;0.052631579;0.052631579;0.136842105;0.094736842;0.052631579;0.073684211;0.063157895;0.052631579;0.063157895
358;0.078947368;0.078947368;0.078947368;0.328947368;0.092105263;0.065789474;0.078947368;0.065789474;0.065789474;0.065789474
359;0.050847458;0.050847458;0.449152542;0.076271186;0.059322034;0.050847458;0.06779661;0.042372881;0.076271186;0.076271186
360;0.12244898;0.091836735;0.081632653;0.102040816;0.142857143;0.06122449;0.12244898;0.132653061;0.081632653;0.06122449
361;0.054347826;0.086956522;0.076086957;0.065217391;0.065217391;0.141304348;0.097826087;0.076086957;0.065217391;0.27173913
362;0.083333333;0.095238095;0.083333333;0.071428571;0.095238095;0.071428571;0.25;0.083333333;0.05952381;0.107142857
363;0.069565217;0.191304348;0.156521739;0.052173913;0.043478261;0.147826087;0.07826087;0.069565217;0.095652174;0.095652174
364;0.085365854;0.06097561;0.06097561;0.365853659;0.085365854;0.085365854;0.06097561;0.073170732;0.06097561;0.06097561
365;0.065789474;0.065789474;0.065789474;0.078947368;0.078947368;0.078947368;0.144736842;0.065789474;0.223684211;0.131578947
366;0.236842105;0.065789474;0.078947368;0.105263158;0.065789474;0.105263158;0.065789474;0.078947368;0.065789474;0.131578947
367;0.06122449;0.06122449;0.091836735;0.06122449;0.071428571;0.071428571;0.091836735;0.06122449;0.183673469;0.244897959
368;0.135135135;0.108108108;0.067567568;0.202702703;0.108108108;0.067567568;0.067567568;0.067567568;0.081081081;0.094594595
369;0.102941176;0.102941176;0.161764706;0.073529412;0.073529412;0.102941176;0.117647059;0.088235294;0.073529412;0.102941176
370;0.147058824;0.088235294;0.073529412;0.220588235;0.073529412;0.088235294;0.088235294;0.073529412;0.073529412;0.073529412
371;0.136363636;0.075757576;0.075757576;0.242424242;0.075757576;0.075757576;0.090909091;0.075757576;0.075757576;0.075757576
372;0.139534884;0.093023256;0.081395349;0.174418605;0.104651163;0.069767442;0.127906977;0.058139535;0.081395349;0.069767442
373;0.078125;0.078125;0.09375;0.078125;0.078125;0.21875;0.09375;0.078125;0.125;0.078125
374;0.074074074;0.098765432;0.098765432;0.086419753;0.111111111;0.098765432;0.111111111;0.061728395;0.172839506;0.086419753
375;0.11827957;0.064516129;0.086021505;0.11827957;0.311827957;0.064516129;0.075268817;0.053763441;0.053763441;0.053763441
376;0.09375;0.0625;0.046875;0.140625;0.421875;0.046875;0.046875;0.0390625;0.0390625;0.0625
377;0.147727273;0.227272727;0.068181818;0.090909091;0.068181818;0.102272727;0.102272727;0.079545455;0.056818182;0.056818182
378;0.182926829;0.073170732;0.06097561;0.243902439;0.06097561;0.06097561;0.06097561;0.073170732;0.097560976;0.085365854
379;0.074074074;0.098765432;0.074074074;0.197530864;0.074074074;0.074074074;0.061728395;0.222222222;0.061728395;0.061728395
380;0.078125;0.078125;0.125;0.078125;0.140625;0.109375;0.09375;0.078125;0.09375;0.125
381;0.22972973;0.094594595;0.067567568;0.189189189;0.081081081;0.067567568;0.067567568;0.067567568;0.067567568;0.067567568
382;0.210526316;0.078947368;0.065789474;0.144736842;0.105263158;0.078947368;0.065789474;0.105263158;0.065789474;0.078947368
383;0.170454545;0.113636364;0.056818182;0.068181818;0.090909091;0.147727273;0.068181818;0.170454545;0.056818182;0.056818182
384;0.087912088;0.054945055;0.153846154;0.054945055;0.054945055;0.065934066;0.098901099;0.065934066;0.307692308;0.054945055
385;0.215189873;0.088607595;0.063291139;0.063291139;0.075949367;0.113924051;0.088607595;0.063291139;0.164556962;0.063291139
386;0.078947368;0.065789474;0.078947368;0.065789474;0.078947368;0.078947368;0.157894737;0.078947368;0.223684211;0.092105263
387;0.076923077;0.076923077;0.123076923;0.076923077;0.107692308;0.107692308;0.076923077;0.076923077;0.169230769;0.107692308
388;0.072916667;0.125;0.072916667;0.0625;0.104166667;0.052083333;0.083333333;0.197916667;0.104166667;0.125
389;0.107142857;0.119047619;0.130952381;0.071428571;0.071428571;0.071428571;0.05952381;0.05952381;0.226190476;0.083333333
390;0.071428571;0.083333333;0.083333333;0.202380952;0.071428571;0.071428571;0.178571429;0.095238095;0.05952381;0.083333333
391;0.07;0.08;0.19;0.06;0.05;0.06;0.08;0.17;0.15;0.09
392;0.050847458;0.050847458;0.06779661;0.06779661;0.050847458;0.059322034;0.161016949;0.161016949;0.076271186;0.254237288
393;0.048076923;0.125;0.067307692;0.057692308;0.067307692;0.057692308;0.346153846;0.067307692;0.115384615;0.048076923
394;0.064935065;0.077922078;0.103896104;0.064935065;0.090909091;0.142857143;0.077922078;0.077922078;0.233766234;0.064935065
395;0.105263158;0.092105263;0.092105263;0.078947368;0.157894737;0.092105263;0.078947368;0.065789474;0.105263158;0.131578947
396;0.049019608;0.156862745;0.107843137;0.088235294;0.137254902;0.088235294;0.058823529;0.166666667;0.068627451;0.078431373
397;0.31092437;0.142857143;0.042016807;0.058823529;0.100840336;0.075630252;0.109243697;0.050420168;0.050420168;0.058823529
398;0.103448276;0.068965517;0.08045977;0.103448276;0.126436782;0.114942529;0.103448276;0.068965517;0.114942529;0.114942529
399;0.183908046;0.068965517;0.114942529;0.08045977;0.057471264;0.068965517;0.057471264;0.218390805;0.08045977;0.068965517
400;0.086206897;0.103448276;0.103448276;0.086206897;0.086206897;0.086206897;0.086206897;0.103448276;0.172413793;0.086206897
401;0.152777778;0.125;0.069444444;0.138888889;0.069444444;0.069444444;0.111111111;0.069444444;0.097222222;0.097222222
402;0.06185567;0.072164948;0.092783505;0.072164948;0.06185567;0.371134021;0.072164948;0.051546392;0.06185567;0.082474227
403;0.114942529;0.149425287;0.068965517;0.195402299;0.057471264;0.057471264;0.103448276;0.091954023;0.068965517;0.091954023
404;0.070422535;0.154929577;0.084507042;0.084507042;0.084507042;0.098591549;0.154929577;0.112676056;0.070422535;0.084507042
405;0.078947368;0.078947368;0.157894737;0.065789474;0.078947368;0.078947368;0.144736842;0.092105263;0.118421053;0.105263158
406;0.145833333;0.0625;0.083333333;0.208333333;0.104166667;0.052083333;0.114583333;0.09375;0.052083333;0.083333333
407;0.116883117;0.103896104;0.077922078;0.233766234;0.116883117;0.064935065;0.064935065;0.077922078;0.064935065;0.077922078
408;0.086021505;0.064516129;0.064516129;0.139784946;0.333333333;0.053763441;0.064516129;0.064516129;0.064516129;0.064516129
409;0.05952381;0.083333333;0.154761905;0.05952381;0.05952381;0.083333333;0.142857143;0.095238095;0.05952381;0.202380952
410;0.056179775;0.056179775;0.06741573;0.078651685;0.056179775;0.06741573;0.056179775;0.078651685;0.06741573;0.415730337
411;0.107142857;0.095238095;0.214285714;0.05952381;0.05952381;0.095238095;0.095238095;0.107142857;0.107142857;0.05952381
412;0.105882353;0.176470588;0.105882353;0.070588235;0.082352941;0.105882353;0.070588235;0.105882353;0.094117647;0.082352941
413;0.075;0.0625;0.3;0.0625;0.0625;0.0625;0.1125;0.0625;0.1125;0.0875
414;0.061728395;0.086419753;0.333333333;0.061728395;0.061728395;0.061728395;0.086419753;0.061728395;0.111111111;0.074074074
415;0.086419753;0.061728395;0.296296296;0.061728395;0.061728395;0.074074074;0.061728395;0.111111111;0.12345679;0.061728395
416;0.2125;0.075;0.075;0.1125;0.1375;0.075;0.075;0.1;0.075;0.0625
417;0.098901099;0.120879121;0.153846154;0.142857143;0.054945055;0.087912088;0.076923077;0.120879121;0.087912088;0.054945055
418;0.075757576;0.151515152;0.075757576;0.075757576;0.075757576;0.106060606;0.075757576;0.106060606;0.181818182;0.075757576
419;0.063829787;0.170212766;0.138297872;0.053191489;0.053191489;0.127659574;0.074468085;0.053191489;0.159574468;0.106382979
420;0.088235294;0.073529412;0.073529412;0.088235294;0.088235294;0.132352941;0.073529412;0.073529412;0.191176471;0.117647059
421;0.178571429;0.095238095;0.05952381;0.19047619;0.095238095;0.119047619;0.071428571;0.05952381;0.071428571;0.05952381
422;0.1375;0.0625;0.0625;0.2625;0.1125;0.0625;0.0625;0.0875;0.0625;0.0875
423;0.096774194;0.096774194;0.080645161;0.080645161;0.080645161;0.080645161;0.112903226;0.112903226;0.161290323;0.096774194
424;0.173333333;0.093333333;0.066666667;0.24;0.093333333;0.066666667;0.066666667;0.066666667;0.066666667;0.066666667
425;0.079365079;0.079365079;0.095238095;0.079365079;0.095238095;0.126984127;0.079365079;0.174603175;0.111111111;0.079365079
426;0.067567568;0.081081081;0.108108108;0.067567568;0.081081081;0.081081081;0.094594595;0.108108108;0.243243243;0.067567568
427;0.067567568;0.067567568;0.067567568;0.067567568;0.067567568;0.108108108;0.067567568;0.067567568;0.351351351;0.067567568
428;0.0875;0.1625;0.075;0.0625;0.0625;0.15;0.075;0.15;0.0625;0.1125
429;0.146341463;0.085365854;0.06097561;0.268292683;0.12195122;0.06097561;0.06097561;0.06097561;0.06097561;0.073170732
430;0.1;0.085714286;0.071428571;0.3;0.071428571;0.071428571;0.085714286;0.071428571;0.071428571;0.071428571
431;0.367816092;0.08045977;0.068965517;0.068965517;0.103448276;0.068965517;0.068965517;0.057471264;0.057471264;0.057471264
432;0.39;0.06;0.06;0.07;0.09;0.05;0.07;0.05;0.1;0.06
433;0.064935065;0.077922078;0.103896104;0.116883117;0.116883117;0.116883117;0.155844156;0.077922078;0.090909091;0.077922078
434;0.085714286;0.1;0.142857143;0.1;0.085714286;0.085714286;0.071428571;0.071428571;0.185714286;0.071428571
435;0.329787234;0.063829787;0.063829787;0.095744681;0.127659574;0.063829787;0.074468085;0.063829787;0.063829787;0.053191489
436;0.087912088;0.153846154;0.076923077;0.263736264;0.054945055;0.065934066;0.054945055;0.120879121;0.054945055;0.065934066
437;0.170731707;0.12195122;0.06097561;0.073170732;0.085365854;0.170731707;0.073170732;0.109756098;0.06097561;0.073170732
438;0.125;0.083333333;0.072916667;0.052083333;0.072916667;0.0625;0.135416667;0.197916667;0.072916667;0.125
439;0.121621622;0.081081081;0.067567568;0.243243243;0.067567568;0.094594595;0.094594595;0.081081081;0.081081081;0.067567568
440;0.123287671;0.068493151;0.095890411;0.178082192;0.068493151;0.068493151;0.150684932;0.068493151;0.068493151;0.109589041
441;0.067567568;0.067567568;0.108108108;0.121621622;0.148648649;0.081081081;0.081081081;0.121621622;0.067567568;0.135135135
442;0.063063063;0.045045045;0.054054054;0.063063063;0.045045045;0.414414414;0.054054054;0.063063063;0.117117117;0.081081081
443;0.104166667;0.052083333;0.072916667;0.322916667;0.0625;0.09375;0.0625;0.052083333;0.083333333;0.09375
444;0.073529412;0.161764706;0.161764706;0.088235294;0.073529412;0.102941176;0.073529412;0.073529412;0.102941176;0.088235294
445;0.088235294;0.073529412;0.073529412;0.073529412;0.102941176;0.073529412;0.088235294;0.073529412;0.279411765;0.073529412
446;0.072289157;0.108433735;0.108433735;0.108433735;0.13253012;0.096385542;0.180722892;0.060240964;0.060240964;0.072289157
447;0.147727273;0.170454545;0.068181818;0.125;0.079545455;0.113636364;0.125;0.056818182;0.056818182;0.056818182
448;0.146341463;0.085365854;0.06097561;0.134146341;0.158536585;0.109756098;0.097560976;0.06097561;0.06097561;0.085365854
449;0.067567568;0.297297297;0.067567568;0.081081081;0.081081081;0.081081081;0.094594595;0.067567568;0.067567568;0.094594595
450;0.125;0.140625;0.109375;0.125;0.078125;0.109375;0.078125;0.078125;0.078125;0.078125
451;0.121212121;0.121212121;0.075757576;0.151515152;0.090909091;0.075757576;0.090909091;0.121212121;0.075757576;0.075757576
452;0.078125;0.140625;0.078125;0.078125;0.09375;0.09375;0.09375;0.09375;0.15625;0.09375
453;0.097560976;0.085365854;0.06097561;0.06097561;0.06097561;0.06097561;0.158536585;0.268292683;0.085365854;0.06097561
454;0.069444444;0.083333333;0.138888889;0.069444444;0.083333333;0.138888889;0.097222222;0.069444444;0.125;0.125
455;0.078947368;0.118421053;0.092105263;0.065789474;0.078947368;0.078947368;0.144736842;0.092105263;0.078947368;0.171052632
456;0.051020408;0.051020408;0.091836735;0.071428571;0.071428571;0.091836735;0.06122449;0.071428571;0.112244898;0.326530612
457;0.217948718;0.102564103;0.064102564;0.205128205;0.076923077;0.076923077;0.064102564;0.064102564;0.064102564;0.064102564
458;0.065789474;0.065789474;0.131578947;0.092105263;0.078947368;0.092105263;0.105263158;0.065789474;0.065789474;0.236842105
459;0.081081081;0.121621622;0.081081081;0.081081081;0.094594595;0.135135135;0.121621622;0.067567568;0.081081081;0.135135135
